date,city,variant,rna,rna_norm,flow,proportion,rna_norm_smooth,new_cases,cases_smooth
2021-03-10,Altenrhein (SG),B.1.1.7 (Alpha),897817021132.2129,58.8031563578431,17267.19984436035,0.9152599684685776,38.62725342406534,4.399488734375,6.740591521266763
2021-03-11,Altenrhein (SG),B.1.1.7 (Alpha),368625975162.32214,24.14341713826825,37250.90147399902,0.938764224928712,47.17015075169511,7.0594663281250005,7.262027368105109
2021-03-12,Altenrhein (SG),B.1.1.7 (Alpha),877940467963.9403,57.501327548299074,30741.5919342041,0.9544209607642832,56.82922638566491,9.42742809375,7.782399469048256
2021-03-13,Altenrhein (SG),B.1.1.7 (Alpha),1459965953549.329,95.62149549740637,31450.49510192871,0.9640738929665996,66.27586414859596,0,8.259802756095407
2021-03-14,Altenrhein (SG),B.1.1.7 (Alpha),926550900707.398,60.6851019811242,26870.69529724121,0.9694996507653104,75.77118670113592,0,8.691878233725957
2021-03-15,Altenrhein (SG),B.1.1.7 (Alpha),1033547307774.76,67.69290680818706,36451.59400939941,0.971941452390054,85.57631670393246,23.704858906250003,9.13834375856009
2021-03-16,Altenrhein (SG),B.1.1.7 (Alpha),1216605616927.0325,79.68243933242987,26323.79383850098,0.9725051468033016,95.6139015380214,16.089556984375,9.6504095408082
2021-03-17,Altenrhein (SG),B.1.1.7 (Alpha),2173966325142.1165,142.38545129474912,33528.2933807373,0.972265382352962,105.58014209724006,11.867196,10.279285790680667
2021-03-18,Altenrhein (SG),B.1.1.7 (Alpha),2362363028062.7656,154.7246256681359,25950.19270324707,0.97201917731037,115.39649131143847,4.321011421875,11.049680374223747
2021-03-19,Altenrhein (SG),B.1.1.7 (Alpha),1497572063703.1987,98.08453409362232,21642.59144592285,0.9719127634475392,124.98440211046666,11.39953415625,11.905617331179794
2021-03-20,Altenrhein (SG),B.1.1.7 (Alpha),2410037278301.3555,157.84708417030092,20212.3911895752,0.9713177126354766,134.38688780825223,4.4281447499999995,12.777281132303349
2021-03-21,Altenrhein (SG),B.1.1.7 (Alpha),1997604425659.9053,130.8345048248988,17913.7911529541,0.9692971470628856,143.5516929111389,0,13.59485624834895
2021-03-22,Altenrhein (SG),B.1.1.7 (Alpha),1806299039127.5486,118.3048241755238,18485.593856811523,0.9653304989496913,152.2573671376009,21.75552640625,14.265836554379167
2021-03-23,Altenrhein (SG),B.1.1.7 (Alpha),1614993652595.192,105.77514352614882,19057.39656066895,0.9598151586333792,160.28246020611257,24.507212015625,14.81045616954788
2021-03-24,Altenrhein (SG),B.1.1.7 (Alpha),3226012736156.2705,211.28996986197163,19391.19947814941,0.954374110577966,166.40248953697426,25.319844765625,15.328009930746628
2021-03-25,Altenrhein (SG),B.1.1.7 (Alpha),2799466338571.9604,183.35301397825012,19028.49949645996,0.9514718685990738,170.17206327101823,16.570673,15.917792674866941
2021-03-26,Altenrhein (SG),B.1.1.7 (Alpha),3135299207363.472,205.34862358336383,18909.29490661621,0.9531839343743912,172.53836720751673,20.151914515625,16.404186864968008
2021-03-27,Altenrhein (SG),B.1.1.7 (Alpha),3217108102791.5176,210.70675464580597,20393.39729309082,0.959780655438322,174.4485871457418,6.980192124999999,16.540599213523347
2021-03-28,Altenrhein (SG),B.1.1.7 (Alpha),4365965683734.587,285.95198878036837,16365.69535827637,0.9691214848911132,176.19345230351493,4.614276484375001,16.31986093154599
2021-03-29,Altenrhein (SG),B.1.1.7 (Alpha),2742639976628.559,179.63113149222724,17436.7935333252,0.9776218488913702,176.84425486685933,38.98548696875,15.734803230048978
2021-03-30,Altenrhein (SG),B.1.1.7 (Alpha),2058523401975.0322,134.82443596354074,17084.19233703613,0.9830026063283828,175.51902508734997,13.848180046875,15.263720338521326
2021-03-31,Altenrhein (SG),B.1.1.7 (Alpha),1936595940625.1543,126.83871124980094,17330.89225769043,0.9854696072070483,171.33579321656174,18.94664975,15.264482791969447
2021-04-01,Altenrhein (SG),B.1.1.7 (Alpha),1772939474980.347,116.1199160924674,16778.29277038574,0.9865072256934724,165.738293302693,17.0894535,15.549286259682459
2021-04-02,Altenrhein (SG),B.1.1.7 (Alpha),3639438740212.0566,238.36759635677012,16397.3931427002,0.9876174351701548,160.6358938972037,2.8131548125,15.930326410949464
